timestamp,cloud_provider,user_id,source_ip,action,resource,region,status,bytes_transferred,authentication_method,privilege_level,attack_type
2026-08-05 13:22:00,AWS,user_100,48.119.169.51,ReadResource,Storage,eu-west-1,success,34329,MFA,user,Normal
2026-08-05 13:27:00,Azure,user_182,145.141.202.85,APIRequest,Storage,East US,success,18227,Password,user,Normal
2026-08-05 13:29:00,GCP,user_057,27.200.64.126,ModifyIAMPolicy,Database,europe-west1,success,2580,MFA,admin,Privilege Escalation
2026-08-05 13:29:00,GCP,user_128,65.193.152.6,ListResources,Database,asia-south1,success,9924,MFA,developer,Normal
2026-08-05 13:34:00,Azure,user_199,77.120.211.23,Login,Storage,Central India,success,21314,Password,user,Normal
2026-08-05 13:36:00,Azure,user_086,136.104.160.250,Login,Compute,Central India,failed,25944,Password,user,Normal
2026-08-05 13:41:00,AWS,user_074,95.39.216.48,ListResources,Compute,us-east-1,success,25602,MFA,user,Normal
2026-08-05 13:43:00,Azure,user_021,94.241.164.197,ReadResource,IAM,West Europe,failed,38212,MFA,user,Normal
2026-08-05 13:44:00,Azure,user_021,122.253.33.170,Login,Storage,West Europe,success,43329,MFA,user,Normal
2026-08-05 13:47:00,Azure,user_188,172.57.180.214,AssumeAdminRole,Storage,East US,success,12857,Password,admin,Privilege Escalation
2026-08-05 13:50:00,AWS,user_024,163.114.54.223,Login,IAM,ap-south-1,success,6538,Password,user,Credential Attack
2026-08-05 13:53:00,Azure,user_110,149.115.153.10,ReadResource,IAM,Central India,success,17617,Password,user,Normal
2026-08-05 13:54:00,GCP,user_018,131.239.169.219,Logout,Compute,europe-west1,success,27439,Password,user,Normal
2026-08-05 13:54:00,GCP,user_185,11.90.223.80,Logout,Storage,europe-west1,success,15133,MFA,user,Normal
2026-08-05 13:56:00,AWS,user_143,103.239.153.207,LargeDataTransfer,IAM,ap-south-1,success,4827539,MFA,developer,Data Exfiltration
2026-08-05 13:56:00,GCP,user_053,85.188.172.52,APIRequest,Storage,asia-south1,success,47898,MFA,developer,Normal
2026-08-05 13:58:00,AWS,user_193,123.191.85.60,ReadResource,Database,eu-west-1,failed,48190,MFA,user,Normal
2026-08-05 13:59:00,GCP,user_011,13.91.183.124,ListResources,IAM,asia-south1,success,38342,MFA,developer,Normal
2026-08-05 14:05:00,Azure,user_133,41.116.12.107,CreateAccessKey,Storage,Central India,failed,19149,MFA,admin,Privilege Escalation
2026-08-05 14:11:00,GCP,user_184,149.187.61.174,Login,Database,asia-south1,success,30476,MFA,user,Normal
2026-08-05 14:12:00,GCP,user_153,210.194.160.27,APIRequest,Storage,europe-west1,success,45687,MFA,user,Normal
2026-08-05 14:15:00,Azure,user_042,197.104.201.85,ListResources,Storage,East US,success,6917,MFA,user,Normal
2026-08-05 14:17:00,AWS,user_044,74.122.9.16,APIRequest,Storage,eu-west-1,success,37627,MFA,user,Normal
2026-08-05 14:18:00,Azure,user_005,70.198.41.209,Logout,Compute,Central India,failed,4352,Password,user,Normal
2026-08-05 14:21:00,Azure,user_043,105.98.26.72,CrossCloudLogin,Storage,East US,failed,3467664,Password,admin,Cross-Cloud Attack
2026-08-05 14:22:00,AWS,user_028,181.171.212.199,Logout,IAM,eu-west-1,failed,15755,Password,developer,Normal
2026-08-05 14:27:00,AWS,user_166,174.29.26.43,ListResources,Storage,ap-south-1,success,47375,Password,user,Normal
2026-08-05 14:28:00,GCP,user_163,102.199.57.254,Logout,Storage,asia-south1,success,23206,MFA,user,Normal
2026-08-05 14:28:00,AWS,user_028,103.109.214.122,Logout,IAM,ap-south-1,failed,29316,Password,user,Normal
2026-08-05 14:28:00,Azure,user_086,122.20.95.18,ModifyIAMPolicy,Database,East US,success,8924,Password,admin,Privilege Escalation
2026-08-05 14:30:00,AWS,user_189,82.44.154.64,AssumeAdminRole,Database,eu-west-1,success,9564,MFA,admin,Privilege Escalation
2026-08-05 14:31:00,AWS,user_101,197.71.0.55,CreateAccessKey,Database,ap-south-1,success,4601,Password,user,Credential Attack
2026-08-05 14:31:00,Azure,user_065,62.174.141.149,Logout,IAM,Central India,success,28376,Password,user,Normal
2026-08-05 14:36:00,Azure,user_094,170.50.168.130,Login,Compute,West Europe,success,3668,Password,developer,Normal
2026-08-05 14:36:00,GCP,user_100,134.114.125.209,Logout,IAM,asia-south1,success,36371,Password,user,Normal
2026-08-05 14:43:00,Azure,user_168,209.108.141.125,APIRequest,Database,Central India,success,42930,Password,user,Normal
2026-08-05 14:44:00,AWS,user_126,111.155.26.134,Login,Compute,us-east-1,success,36833,MFA,user,Normal
2026-08-05 14:45:00,GCP,user_062,67.67.189.52,ListResources,IAM,us-central1,success,38582,MFA,user,Normal
2026-08-05 14:50:00,AWS,user_138,114.24.39.140,APIRequest,IAM,eu-west-1,success,15984,Password,developer,Normal
2026-08-05 14:50:00,AWS,user_016,76.200.15.21,APIRequest,Compute,ap-south-1,failed,20091,MFA,developer,Normal
2026-08-05 14:52:00,AWS,user_152,152.166.220.154,Login,Compute,eu-west-1,success,24749,MFA,user,Normal
2026-08-05 14:56:00,Azure,user_049,107.66.220.220,LargeDataTransfer,Storage,West Europe,success,4645382,MFA,developer,Data Exfiltration
2026-08-05 14:59:00,AWS,user_123,83.33.51.24,ListResources,IAM,eu-west-1,success,3475,Password,user,Normal
2026-08-05 15:06:00,GCP,user_177,117.72.29.131,ReadResource,Storage,us-central1,success,1811,Password,developer,Normal
2026-08-05 15:09:00,AWS,user_129,113.131.214.96,Logout,Compute,ap-south-1,success,25963,MFA,user,Normal
2026-08-05 15:10:00,AWS,user_016,146.117.246.171,CrossCloudResourceAccess,IAM,ap-south-1,success,4332272,MFA,admin,Cross-Cloud Attack
2026-08-05 15:20:00,Azure,user_119,35.95.71.42,APIRequest,Compute,Central India,success,46392,Password,developer,Normal
2026-08-05 15:26:00,AWS,user_151,55.5.95.94,CrossCloudResourceAccess,IAM,eu-west-1,success,3394765,Password,developer,Cross-Cloud Attack
2026-08-05 15:29:00,GCP,user_072,105.111.66.212,AssumeAdminRole,IAM,europe-west1,failed,17700,MFA,admin,Privilege Escalation
2026-08-05 15:30:00,GCP,user_035,68.77.11.154,Login,Compute,us-central1,failed,45065,MFA,user,Normal
2026-08-05 15:30:00,Azure,user_112,187.55.163.182,ListResources,IAM,West Europe,success,25747,MFA,user,Normal
2026-08-05 15:31:00,Azure,user_101,58.243.55.85,Logout,Database,West Europe,success,6110,MFA,user,Normal
2026-08-05 15:34:00,GCP,user_027,123.200.28.238,Login,Compute,us-central1,failed,12061,MFA,developer,Normal
2026-08-05 15:34:00,Azure,user_102,74.143.61.35,ListResources,Database,West Europe,success,15995,MFA,user,Normal
2026-08-05 15:40:00,AWS,user_047,194.69.194.169,FailedLogin,Database,ap-south-1,success,1829,Password,user,Credential Attack
2026-08-05 15:45:00,GCP,user_034,73.77.181.52,Logout,Storage,us-central1,success,18805,Password,developer,Normal
2026-08-05 15:47:00,AWS,user_045,12.93.240.218,Login,Storage,ap-south-1,success,49465,Password,developer,Normal
2026-08-05 15:47:00,Azure,user_076,73.99.158.118,CreateAccessKey,Compute,Central India,success,1097,Password,admin,Privilege Escalation
2026-08-05 15:47:00,GCP,user_070,179.145.163.150,ReadResource,Storage,us-central1,success,26823,MFA,developer,Normal
2026-08-05 15:50:00,AWS,user_019,56.110.224.155,CrossCloudResourceAccess,Database,us-east-1,success,3628993,MFA,admin,Cross-Cloud Attack
2026-08-05 15:51:00,Azure,user_048,62.49.0.103,FailedLogin,IAM,West Europe,failed,3394,Password,user,Credential Attack
2026-08-05 15:56:00,Azure,user_184,176.214.103.25,ListResources,Compute,West Europe,success,1743,Password,user,Normal
2026-08-05 16:02:00,Azure,user_182,126.89.31.162,CrossCloudResourceAccess,IAM,Central India,success,4135063,MFA,developer,Cross-Cloud Attack
2026-08-05 16:04:00,Azure,user_043,114.46.238.144,Login,Database,East US,success,45486,MFA,user,Normal
2026-08-05 16:04:00,AWS,user_068,217.234.111.196,APIRequest,Storage,ap-south-1,success,36960,MFA,developer,Normal
2026-08-05 16:05:00,GCP,user_045,220.5.90.138,APIRequest,Storage,asia-south1,success,26369,Password,user,Normal
2026-08-05 16:09:00,AWS,user_135,14.245.204.21,ReadResource,Storage,eu-west-1,failed,44646,MFA,user,Normal
2026-08-05 16:14:00,AWS,user_029,128.128.41.156,ReadResource,Storage,ap-south-1,failed,11054,Password,user,Normal
2026-08-05 16:15:00,AWS,user_186,75.29.117.125,APIRequest,IAM,us-east-1,success,14084,Password,developer,Normal
2026-08-05 16:16:00,GCP,user_138,193.169.19.23,CrossCloudLogin,IAM,asia-south1,success,4152260,Password,developer,Cross-Cloud Attack
2026-08-05 16:36:00,GCP,user_200,166.168.66.155,Logout,IAM,europe-west1,success,24850,MFA,developer,Normal
2026-08-05 16:37:00,AWS,user_007,135.86.136.13,Logout,Storage,us-east-1,success,5267,MFA,user,Normal
2026-08-05 16:40:00,Azure,user_156,56.214.0.22,APIRequest,Database,Central India,failed,22499,Password,developer,Normal
2026-08-05 16:40:00,AWS,user_122,11.203.232.183,ReadResource,Compute,ap-south-1,success,44239,Password,user,Normal
2026-08-05 16:44:00,GCP,user_058,209.61.100.92,APIRequest,Database,europe-west1,success,48906,MFA,developer,Normal
2026-08-05 16:49:00,GCP,user_065,91.228.163.222,ReadResource,Storage,asia-south1,failed,24677,MFA,user,Normal
2026-08-05 16:59:00,Azure,user_082,153.47.28.170,APIRequest,Storage,West Europe,success,42759,Password,user,Normal
2026-08-05 17:04:00,AWS,user_194,140.241.45.236,CreateAccessKey,Storage,eu-west-1,failed,3366,Password,user,Credential Attack
2026-08-05 17:05:00,Azure,user_192,45.61.3.37,CrossCloudResourceAccess,Database,Central India,failed,3762395,MFA,developer,Cross-Cloud Attack
2026-08-05 17:05:00,Azure,user_077,217.171.4.13,ReadResource,Storage,West Europe,success,39894,Password,user,Normal
2026-08-05 17:07:00,GCP,user_020,112.119.62.70,CreateAccessKey,Storage,us-central1,success,6932,Password,admin,Privilege Escalation
2026-08-05 17:09:00,AWS,user_073,180.247.66.45,ReadResource,Storage,eu-west-1,failed,6612,Password,user,Normal
2026-08-05 17:09:00,AWS,user_060,211.37.86.247,Login,Compute,ap-south-1,success,17359,Password,user,Normal
2026-08-05 17:15:00,Azure,user_073,178.76.219.109,Login,Database,East US,failed,47861,Password,user,Normal
2026-08-05 17:16:00,Azure,user_011,20.29.119.69,ListResources,Database,East US,failed,20826,MFA,developer,Normal
2026-08-05 17:20:00,GCP,user_016,167.239.220.239,Logout,Database,us-central1,success,20706,Password,user,Normal
2026-08-05 17:21:00,GCP,user_110,59.43.156.231,ListResources,Compute,us-central1,failed,36170,MFA,user,Normal
2026-08-05 17:22:00,AWS,user_019,193.199.184.155,ReadResource,IAM,us-east-1,success,25960,MFA,user,Normal
2026-08-05 17:27:00,AWS,user_014,125.252.148.217,CrossCloudResourceAccess,Database,us-east-1,success,4536822,Password,developer,Cross-Cloud Attack
2026-08-05 17:29:00,GCP,user_118,189.112.84.177,APIRequest,Database,asia-south1,success,46618,Password,user,Normal
2026-08-05 17:32:00,AWS,user_027,193.241.27.2,Logout,Compute,ap-south-1,success,16448,MFA,user,Normal
2026-08-05 17:36:00,Azure,user_041,46.148.203.116,AssumeAdminRole,Database,West Europe,failed,7356,Password,admin,Privilege Escalation
2026-08-05 17:37:00,AWS,user_195,203.231.89.90,APIRequest,Compute,eu-west-1,success,35612,Password,user,Normal
2026-08-05 17:43:00,Azure,user_187,131.213.70.92,Logout,Storage,Central India,failed,47319,Password,developer,Normal
2026-08-05 17:47:00,GCP,user_042,217.195.100.27,ReadResource,Compute,europe-west1,success,43759,Password,user,Normal
2026-08-05 17:48:00,GCP,user_144,189.208.65.196,Logout,Compute,europe-west1,success,10098,Password,user,Normal
2026-08-05 17:50:00,GCP,user_004,174.97.141.128,Login,IAM,asia-south1,success,16944,MFA,developer,Normal
2026-08-05 18:00:00,Azure,user_066,207.197.85.150,FailedLogin,IAM,West Europe,success,4970,Password,user,Credential Attack
2026-08-05 18:01:00,Azure,user_084,176.0.32.252,Logout,IAM,East US,success,15139,Password,user,Normal
2026-08-05 18:04:00,AWS,user_027,160.248.142.216,Logout,IAM,us-east-1,failed,2253,Password,user,Normal
2026-08-05 18:09:00,AWS,user_017,39.165.154.95,APIRequest,Database,ap-south-1,success,14345,Password,user,Normal
2026-08-05 18:10:00,GCP,user_157,196.44.247.186,Logout,Compute,us-central1,success,17017,Password,user,Normal
2026-08-05 18:15:00,Azure,user_011,29.106.64.97,Login,Storage,West Europe,failed,7316,Password,developer,Normal
2026-08-05 18:17:00,AWS,user_134,203.15.129.182,Login,IAM,eu-west-1,success,26183,MFA,developer,Normal
2026-08-05 18:17:00,GCP,user_188,74.73.177.158,CrossCloudLogin,Storage,europe-west1,success,3660946,Password,developer,Cross-Cloud Attack
2026-08-05 18:18:00,Azure,user_075,177.196.77.252,APIRequest,Database,East US,success,17128,Password,developer,Normal
2026-08-05 18:19:00,AWS,user_049,53.100.32.92,Login,Storage,ap-south-1,failed,41988,Password,user,Normal
2026-08-05 18:20:00,Azure,user_019,163.21.153.132,DownloadData,Storage,East US,success,3773730,MFA,developer,Data Exfiltration
2026-08-05 18:35:00,AWS,user_141,144.211.88.2,ListResources,IAM,eu-west-1,success,24383,Password,user,Normal
2026-08-05 18:36:00,Azure,user_013,127.211.36.120,FailedLogin,Database,West Europe,success,2630,Password,user,Credential Attack
2026-08-05 18:40:00,AWS,user_025,203.89.187.57,ReadResource,Database,ap-south-1,success,21791,Password,developer,Normal
2026-08-05 18:42:00,AWS,user_187,15.76.85.200,Logout,Compute,eu-west-1,success,6060,Password,user,Normal
2026-08-05 18:42:00,Azure,user_071,121.233.244.14,Logout,Compute,East US,success,9156,MFA,user,Normal
2026-08-05 18:48:00,Azure,user_104,192.192.105.115,LargeDataTransfer,IAM,East US,success,2895844,MFA,developer,Data Exfiltration
2026-08-05 18:56:00,GCP,user_109,15.140.136.188,Login,Database,asia-south1,success,8841,Password,user,Credential Attack
2026-08-05 18:59:00,AWS,user_031,38.4.40.207,APIRequest,Storage,ap-south-1,success,21624,Password,user,Normal
2026-08-05 19:01:00,AWS,user_133,47.204.131.7,APIRequest,Database,us-east-1,success,35802,MFA,user,Normal
2026-08-05 19:05:00,GCP,user_063,152.157.212.88,Login,IAM,asia-south1,success,36795,MFA,user,Normal
2026-08-05 19:16:00,GCP,user_048,76.54.222.137,Login,IAM,us-central1,success,871,MFA,developer,Normal
2026-08-05 19:18:00,AWS,user_036,152.247.127.135,CreateAccessKey,Compute,eu-west-1,success,1093,Password,admin,Privilege Escalation
2026-08-05 19:24:00,AWS,user_029,50.205.209.91,ReadResource,Database,eu-west-1,success,20932,Password,developer,Normal
2026-08-05 19:24:00,Azure,user_192,48.209.24.96,ReadDatabase,Database,Central India,success,4161891,MFA,developer,Data Exfiltration
2026-08-05 19:27:00,GCP,user_188,144.56.33.108,ListResources,Storage,europe-west1,success,44114,MFA,developer,Normal
2026-08-05 19:29:00,AWS,user_037,112.121.186.249,APIRequest,Storage,us-east-1,failed,26408,MFA,developer,Normal
2026-08-05 19:29:00,Azure,user_092,110.8.248.84,Login,Storage,Central India,success,5806,Password,user,Normal
2026-08-05 19:41:00,Azure,user_014,73.122.229.241,Login,Database,Central India,success,36666,Password,user,Normal
2026-08-05 19:43:00,AWS,user_117,76.49.5.82,Logout,Database,ap-south-1,success,17519,MFA,developer,Normal
2026-08-05 19:51:00,GCP,user_115,150.218.192.50,APIRequest,Compute,us-central1,success,15875,MFA,user,Normal
2026-08-05 19:52:00,AWS,user_071,65.208.153.211,APIRequest,Storage,eu-west-1,success,3211,Password,developer,Normal
2026-08-05 19:56:00,AWS,user_150,203.40.152.233,ModifyIAMPolicy,Compute,ap-south-1,success,18029,MFA,admin,Privilege Escalation
2026-08-05 19:58:00,Azure,user_063,55.10.49.210,ListResources,Database,West Europe,success,18093,Password,developer,Normal
2026-08-05 19:59:00,GCP,user_093,83.36.176.74,Login,Compute,us-central1,success,29123,Password,user,Normal
2026-08-05 20:02:00,Azure,user_121,190.124.49.100,ReadResource,Compute,Central India,failed,21437,Password,developer,Normal
2026-08-05 20:05:00,AWS,user_007,94.49.71.152,AssumeAdminRole,Storage,ap-south-1,success,18785,MFA,admin,Privilege Escalation
2026-08-05 20:07:00,Azure,user_063,140.200.58.115,Login,IAM,Central India,failed,37378,Password,user,Normal
2026-08-05 20:11:00,Azure,user_029,101.75.132.252,ReadResource,Database,West Europe,success,17721,Password,user,Normal
2026-08-05 20:14:00,AWS,user_105,188.105.15.52,ListResources,IAM,ap-south-1,failed,22175,MFA,user,Normal
2026-08-05 20:22:00,GCP,user_161,92.43.66.15,LargeDataTransfer,Compute,us-central1,success,862468,Password,admin,Cross-Cloud Attack
2026-08-05 20:26:00,GCP,user_197,143.73.100.192,APIRequest,Storage,us-central1,success,19361,MFA,user,Normal
2026-08-05 20:34:00,Azure,user_173,170.77.65.127,APIRequest,Database,East US,success,13353,MFA,user,Normal
2026-08-05 20:45:00,AWS,user_028,13.205.161.4,APIRequest,Storage,us-east-1,success,4326,Password,developer,Normal
2026-08-05 20:46:00,GCP,user_071,77.64.137.56,ListResources,IAM,us-central1,success,19115,Password,user,Normal
2026-08-05 20:54:00,AWS,user_172,215.240.78.58,ReadResource,Compute,eu-west-1,success,17636,Password,user,Normal
2026-08-05 20:54:00,GCP,user_164,116.5.193.236,ListResources,Compute,us-central1,success,11649,Password,user,Normal
2026-08-05 20:54:00,AWS,user_162,174.240.216.35,Login,Storage,us-east-1,failed,40372,MFA,user,Normal
2026-08-05 20:55:00,GCP,user_078,98.90.188.247,APIRequest,Compute,us-central1,success,4189,MFA,developer,Normal
2026-08-05 20:58:00,GCP,user_027,169.192.170.209,APIRequest,IAM,europe-west1,success,19571,MFA,developer,Normal
2026-08-05 21:01:00,Azure,user_059,198.41.19.156,ReadResource,Database,Central India,success,300,Password,user,Normal
2026-08-05 21:04:00,AWS,user_069,36.246.23.38,APIRequest,Storage,eu-west-1,success,21803,Password,developer,Normal
2026-08-05 21:05:00,AWS,user_136,31.220.171.225,LargeDataTransfer,IAM,us-east-1,success,1439712,Password,developer,Cross-Cloud Attack
2026-08-05 21:07:00,Azure,user_131,215.26.82.100,Login,IAM,Central India,failed,39337,Password,user,Normal
2026-08-05 21:12:00,GCP,user_121,80.116.148.162,ReadResource,IAM,europe-west1,success,4001,Password,user,Normal
2026-08-05 21:17:00,Azure,user_047,81.146.39.29,Logout,IAM,West Europe,success,5592,MFA,user,Normal
2026-08-05 21:19:00,Azure,user_107,37.130.222.91,CreateAccessKey,Storage,East US,success,13470,MFA,admin,Privilege Escalation
2026-08-05 21:20:00,AWS,user_010,108.185.49.219,Login,Compute,us-east-1,success,9825,Password,user,Credential Attack
2026-08-05 21:25:00,Azure,user_058,154.4.87.108,FailedLogin,Compute,West Europe,success,4084,Password,user,Credential Attack
2026-08-05 21:26:00,AWS,user_054,188.118.3.167,Logout,Storage,us-east-1,failed,17809,MFA,user,Normal
2026-08-05 21:26:00,Azure,user_192,89.156.240.115,DownloadData,Database,Central India,failed,1141735,MFA,developer,Data Exfiltration
2026-08-05 21:33:00,GCP,user_028,41.31.121.199,ListResources,Storage,asia-south1,failed,6857,Password,developer,Normal
2026-08-05 21:35:00,AWS,user_170,55.15.46.214,Logout,Compute,ap-south-1,success,49516,Password,user,Normal
2026-08-05 21:41:00,AWS,user_057,75.171.138.162,APIRequest,IAM,us-east-1,success,11919,Password,user,Normal
2026-08-05 21:42:00,GCP,user_011,169.72.133.69,Logout,IAM,asia-south1,success,20833,Password,user,Normal
2026-08-05 21:44:00,GCP,user_118,21.63.230.118,ModifyIAMPolicy,Storage,us-central1,success,13581,Password,admin,Privilege Escalation
2026-08-05 21:52:00,AWS,user_023,135.13.102.75,AssumeAdminRole,IAM,eu-west-1,success,11490,MFA,admin,Privilege Escalation
2026-08-05 21:56:00,AWS,user_060,211.1.141.220,ReadResource,Storage,eu-west-1,success,11435,MFA,developer,Normal
2026-08-05 21:56:00,GCP,user_156,158.95.40.212,ListResources,IAM,asia-south1,success,9040,Password,user,Normal
2026-08-05 22:03:00,GCP,user_087,32.215.72.183,APIRequest,Compute,us-central1,failed,36693,MFA,developer,Normal
2026-08-05 22:11:00,GCP,user_056,20.47.250.236,ReadResource,Database,asia-south1,failed,24578,MFA,user,Normal
2026-08-05 22:16:00,Azure,user_055,48.101.66.142,Logout,Storage,West Europe,success,40551,MFA,developer,Normal
2026-08-05 22:23:00,GCP,user_055,134.186.243.122,Logout,Database,europe-west1,failed,47086,Password,user,Normal
2026-08-05 22:23:00,Azure,user_035,67.20.208.219,Login,IAM,Central India,failed,49702,Password,user,Normal
2026-08-05 22:25:00,AWS,user_147,194.246.182.226,LargeDataTransfer,Compute,ap-south-1,failed,2243221,MFA,developer,Data Exfiltration
2026-08-05 22:27:00,AWS,user_199,64.65.200.131,Logout,Storage,us-east-1,success,27570,MFA,user,Normal
2026-08-05 22:28:00,Azure,user_159,99.42.97.219,CreateAccessKey,IAM,East US,failed,393,Password,user,Credential Attack
2026-08-05 22:36:00,AWS,user_131,97.163.92.37,Login,Compute,ap-south-1,success,17034,Password,developer,Normal
2026-08-05 22:37:00,AWS,user_015,37.68.36.126,Logout,IAM,us-east-1,success,20212,MFA,developer,Normal
2026-08-05 22:39:00,Azure,user_149,167.156.125.47,Login,Database,West Europe,success,29476,MFA,developer,Normal
2026-08-05 22:44:00,Azure,user_102,28.52.13.205,Login,Storage,Central India,failed,32222,Password,developer,Normal
2026-08-05 22:51:00,Azure,user_018,86.113.205.128,Login,IAM,Central India,failed,28643,MFA,user,Normal
2026-08-05 22:53:00,Azure,user_199,127.21.83.50,APIRequest,IAM,West Europe,success,23774,MFA,user,Normal
2026-08-05 22:54:00,Azure,user_052,100.127.235.153,APIRequest,IAM,East US,success,26722,MFA,developer,Normal
2026-08-05 22:54:00,GCP,user_004,77.195.160.111,ListResources,Compute,europe-west1,success,46290,MFA,user,Normal
2026-08-05 22:56:00,GCP,user_085,179.221.94.100,Login,Database,europe-west1,success,22570,Password,user,Normal
2026-08-05 23:00:00,AWS,user_183,178.191.105.52,Login,Compute,ap-south-1,success,5061,MFA,user,Normal
2026-08-05 23:00:00,AWS,user_115,138.185.85.201,APIRequest,Storage,eu-west-1,success,45930,MFA,user,Normal
2026-08-05 23:03:00,AWS,user_176,58.167.13.117,APIRequest,IAM,ap-south-1,success,10884,MFA,developer,Normal
2026-08-05 23:07:00,GCP,user_192,12.185.52.174,ReadResource,Database,us-central1,success,3691,MFA,user,Normal
2026-08-05 23:09:00,Azure,user_028,50.159.185.136,APIRequest,IAM,Central India,success,6224,MFA,user,Normal
2026-08-05 23:09:00,AWS,user_177,136.55.162.134,Login,IAM,eu-west-1,failed,4305,Password,developer,Normal
2026-08-05 23:17:00,Azure,user_169,162.172.16.92,ReadDatabase,IAM,West Europe,success,4112332,MFA,developer,Data Exfiltration
2026-08-05 23:17:00,GCP,user_155,147.52.162.2,ListResources,Storage,europe-west1,success,15491,Password,user,Normal
2026-08-05 23:18:00,Azure,user_193,153.4.58.172,ListResources,Database,Central India,success,2613,Password,user,Normal
2026-08-05 23:20:00,GCP,user_148,174.138.51.64,ReadResource,IAM,asia-south1,failed,8459,MFA,developer,Normal
2026-08-05 23:21:00,GCP,user_038,152.169.179.100,ListResources,Database,us-central1,success,7573,Password,developer,Normal
2026-08-05 23:24:00,AWS,user_060,153.101.214.57,APIRequest,Compute,ap-south-1,success,45753,Password,user,Normal
2026-08-05 23:28:00,GCP,user_018,193.237.60.39,Login,Compute,asia-south1,success,8537,MFA,developer,Normal
2026-08-05 23:28:00,Azure,user_007,63.234.50.51,Logout,Database,West Europe,success,3049,MFA,developer,Normal
2026-08-05 23:29:00,AWS,user_148,128.62.108.221,ModifyIAMPolicy,Storage,eu-west-1,failed,468,Password,admin,Privilege Escalation
2026-08-05 23:29:00,Azure,user_094,168.103.204.49,Login,Compute,East US,success,44975,Password,developer,Normal
2026-08-05 23:31:00,GCP,user_193,181.162.67.120,APIRequest,Compute,us-central1,success,12477,MFA,user,Normal
2026-08-05 23:34:00,Azure,user_110,170.32.40.189,LargeDataTransfer,Database,East US,failed,4276427,Password,developer,Cross-Cloud Attack
2026-08-05 23:41:00,AWS,user_166,180.77.44.27,ListResources,IAM,ap-south-1,success,49346,MFA,user,Normal
2026-08-05 23:42:00,AWS,user_164,107.95.230.197,ReadResource,Database,ap-south-1,success,16534,Password,user,Normal
2026-08-05 23:45:00,Azure,user_188,177.131.105.210,CreateAccessKey,Database,Central India,success,12516,Password,admin,Privilege Escalation
2026-08-05 23:48:00,GCP,user_132,170.21.156.189,Login,Database,asia-south1,failed,31992,Password,developer,Normal
2026-08-05 23:48:00,GCP,user_018,34.72.12.75,APIRequest,Compute,us-central1,success,38985,Password,user,Normal
2026-08-05 23:48:00,AWS,user_093,15.252.164.58,ReadResource,Database,ap-south-1,success,17160,MFA,developer,Normal
2026-08-05 23:51:00,Azure,user_152,16.13.213.185,Login,Database,West Europe,success,19025,MFA,user,Normal
2026-08-05 23:52:00,GCP,user_004,59.108.192.195,Login,IAM,us-central1,failed,32099,MFA,user,Normal
2026-08-05 23:59:00,AWS,user_158,37.143.229.229,APIRequest,Database,eu-west-1,failed,33833,Password,user,Normal
2026-08-05 23:59:00,GCP,user_172,119.102.2.29,Login,Storage,asia-south1,success,3211,Password,developer,Normal
2026-08-06 00:01:00,AWS,user_198,17.40.149.58,ListResources,Storage,eu-west-1,success,40531,MFA,user,Normal
2026-08-06 00:03:00,AWS,user_114,61.227.114.76,ListResources,Storage,us-east-1,success,27559,Password,user,Normal
2026-08-06 00:04:00,AWS,user_159,17.245.151.133,Login,Storage,eu-west-1,success,24213,MFA,user,Normal
2026-08-06 00:08:00,AWS,user_126,141.184.46.130,CrossCloudLogin,Storage,us-east-1,failed,2387584,Password,developer,Cross-Cloud Attack
2026-08-06 00:10:00,GCP,user_081,164.239.64.150,ListResources,Compute,asia-south1,success,23905,MFA,user,Normal
2026-08-06 00:15:00,GCP,user_067,92.186.185.192,Login,Storage,us-central1,success,48105,Password,user,Normal
2026-08-06 00:16:00,AWS,user_111,201.29.130.28,Login,Storage,us-east-1,success,14597,MFA,user,Normal
2026-08-06 00:16:00,GCP,user_064,138.209.47.208,LargeDataTransfer,Compute,us-central1,failed,4724784,Password,admin,Cross-Cloud Attack
2026-08-06 00:20:00,GCP,user_080,33.21.28.51,Logout,IAM,us-central1,failed,12391,Password,user,Normal
2026-08-06 00:25:00,AWS,user_102,64.70.130.75,FailedLogin,Compute,ap-south-1,success,4938,Password,user,Credential Attack
2026-08-06 00:26:00,AWS,user_104,81.120.147.217,ReadResource,IAM,eu-west-1,success,11664,MFA,developer,Normal
2026-08-06 00:28:00,GCP,user_011,73.112.137.58,Login,IAM,us-central1,success,437,Password,user,Credential Attack
2026-08-06 00:29:00,Azure,user_194,17.222.242.241,Logout,Compute,East US,failed,17143,MFA,user,Normal
2026-08-06 00:30:00,Azure,user_128,48.159.98.6,Login,IAM,West Europe,success,29724,Password,user,Normal
2026-08-06 00:33:00,AWS,user_047,193.199.132.101,Login,IAM,ap-south-1,success,23228,MFA,user,Normal
2026-08-06 00:35:00,AWS,user_106,23.43.137.237,Login,IAM,eu-west-1,success,9719,Password,user,Normal
2026-08-06 00:37:00,GCP,user_106,72.87.50.100,APIRequest,IAM,asia-south1,failed,42472,MFA,user,Normal
2026-08-06 00:42:00,AWS,user_127,44.252.144.82,Login,Database,us-east-1,failed,15753,MFA,user,Normal
2026-08-06 00:44:00,AWS,user_162,99.201.213.249,APIRequest,IAM,us-east-1,success,16282,MFA,developer,Normal
